SongID,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,YouTube URL
0,3nqQXoyQOWXiESFLlDF1hG,Sam Smith;Kim Petras,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),100,156943,False,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,4,dance,https://www.youtube.com/watch?v=Uq9gPaIzbe8&pp=ygVDU2FtIFNtaXRoO0tpbSBQZXRyYXMgVW5ob2x5IChmZWF0LiBLaW0gUGV0cmFzKSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
1,2tTmW7RDtMQtBk7m2rYeSw,Bizarrap;Quevedo,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",99,198937,False,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4,hip-hop,https://www.youtube.com/watch?v=A_g3lMcWVy0&pp=ygVLQml6YXJyYXA7UXVldmVkbyBRdWV2ZWRvOiBCenJwIE11c2ljIFNlc3Npb25zLCBWb2wuIDUyIG9mZmljaWFsIG11c2ljIHZpZGVv
2,4uUG5RXrOk84mYEfFvj3cK,David Guetta;Bebe Rexha,I'm Good (Blue),I'm Good (Blue),98,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,pop,https://www.youtube.com/watch?v=90RLzVUuXe4&pp=ygU8RGF2aWQgR3VldHRhO0JlYmUgUmV4aGEgSSdtIEdvb2QgKEJsdWUpIG9mZmljaWFsIG11c2ljIHZpZGVv
3,5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,La Bachata,98,162637,False,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4,reggaeton,https://www.youtube.com/watch?v=A7m8lQOMz1A&pp=ygUtTWFudWVsIFR1cml6byBMYSBCYWNoYXRhIG9mZmljaWFsIG11c2ljIHZpZGVv
4,1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,97,243716,False,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,reggae,https://www.youtube.com/watch?v=Cr8K88UcO0s&pp=ygUxQmFkIEJ1bm55IFRpdMOtIE1lIFByZWd1bnTDsyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
5,6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny;Chencho Corleone,Un Verano Sin Ti,Me Porto Bonito,97,178567,True,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4,latin,https://www.youtube.com/watch?v=saGYMhApaH8&pp=ygU_QmFkIEJ1bm55O0NoZW5jaG8gQ29ybGVvbmUgTWUgUG9ydG8gQm9uaXRvIG9mZmljaWFsIG11c2ljIHZpZGVv
6,5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Un Verano Sin Ti,Efecto,96,213061,False,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,4,latin,https://www.youtube.com/watch?v=IxM-Repiyng&pp=ygUlQmFkIEJ1bm55IEVmZWN0byBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
7,5IgjP7X4th6nMNDh4akUHb,Chris Brown,Indigo (Extended),Under The Influence,96,184613,True,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4,dance,https://www.youtube.com/watch?v=pfxyk1glEq4&pp=ygU0Q2hyaXMgQnJvd24gVW5kZXIgVGhlIEluZmx1ZW5jZSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
8,4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,96,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano,https://www.youtube.com/watch?v=mNEUkkoUoIA&pp=ygUwT25lUmVwdWJsaWMgSSBBaW4ndCBXb3JyaWVkIG9mZmljaWFsIG11c2ljIHZpZGVv
9,3k3NWokhRRkEPhCzPmV8TW,Bad Bunny;Bomba Estéreo,Un Verano Sin Ti,Ojitos Lindos,95,258298,False,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,4,latin,https://www.youtube.com/watch?v=wAjHQXrIj9o&pp=ygU7QmFkIEJ1bm55O0JvbWJhIEVzdMOpcmVvIE9qaXRvcyBMaW5kb3Mgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
10,4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,As It Was,95,167303,False,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,pop,https://www.youtube.com/watch?v=H5v3kku4y6Q&pp=ygUrSGFycnkgU3R5bGVzIEFzIEl0IFdhcyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
11,6Xom58OOXk2SoU711L2IXO,Bad Bunny,Un Verano Sin Ti,Moscow Mule,94,245939,True,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,4,latin,https://www.youtube.com/watch?v=p38WgakuYDo&pp=ygUqQmFkIEJ1bm55IE1vc2NvdyBNdWxlIG9mZmljaWFsIG11c2ljIHZpZGVv
12,6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,Glimpse of Us,94,233456,False,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3,pop,https://www.youtube.com/watch?v=NgsWGfUlwJI&pp=ygUnSm9qaSBHbGltcHNlIG9mIFVzIG9mZmljaWFsIG11c2ljIHZpZGVv
13,7dSZ6zGTQx66c2GF91xCrb,KAROL G,PROVENZA,PROVENZA,93,210200,False,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4,reggae,https://www.youtube.com/watch?v=ca48oMV59LU&pp=ygUlS0FST0wgRyBQUk9WRU5aQSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
14,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater Weather,93,240400,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,pop,https://www.youtube.com/watch?v=GCdwKhTtNNw&pp=ygU2VGhlIE5laWdoYm91cmhvb2QgU3dlYXRlciBXZWF0aGVyIG9mZmljaWFsIG11c2ljIHZpZGVv
15,3JvKfv6T31zO0ini8iNItO,Tom Odell,Long Way Down (Deluxe),Another Love,93,244360,True,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,pop,https://www.youtube.com/watch?v=MwpMEbgC7DA&pp=ygUrVG9tIE9kZWxsIEFub3RoZXIgTG92ZSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
16,31i56LZnwE6uSu3exoHjtB,Bad Bunny,Un Verano Sin Ti,Neverita,93,173119,False,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.0,0.143,0.428,122.016,4,reggae,https://www.youtube.com/watch?v=ARWg160eaX4&pp=ygUnQmFkIEJ1bm55IE5ldmVyaXRhIG9mZmljaWFsIG11c2ljIHZpZGVv
17,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,RENAISSANCE,CUFF IT,93,225388,True,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,4,dance,https://www.youtube.com/watch?v=SjqmSPZhF3s&pp=ygUlQmV5b25jw6kgQ1VGRiBJVCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
18,0mBP9X2gPCuapvpZ7TGDk3,Charlie Puth;Jung Kook;BTS,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),92,154486,False,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,pop,https://www.youtube.com/watch?v=a7GITgqwDVg&pp=ygVXQ2hhcmxpZSBQdXRoO0p1bmcgS29vaztCVFMgTGVmdCBhbmQgUmlnaHQgKEZlYXQuIEp1bmcgS29vayBvZiBCVFMpIG9mZmljaWFsIG11c2ljIHZpZGVv
19,4C6Uex2ILwJi9sZXRdmqXp,Nicki Minaj,Super Freaky Girl,Super Freaky Girl,92,170977,True,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4,hip-hop,https://www.youtube.com/watch?v=j5uAR9w7LBg&pp=ygUyTmlja2kgTWluYWogU3VwZXIgRnJlYWt5IEdpcmwgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
20,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,AM,I Wanna Be Yours,92,183956,False,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,garage,https://www.youtube.com/watch?v=-cfNldzgYCQ&pp=ygU0QXJjdGljIE1vbmtleXMgSSBXYW5uYSBCZSBZb3VycyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
21,0WtM2NBVQNNJLh6scP13H8,Rema;Selena Gomez,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),92,239317,False,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4,pop,https://www.youtube.com/watch?v=WcIcVapfqXw&pp=ygVEUmVtYTtTZWxlbmEgR29tZXogQ2FsbSBEb3duICh3aXRoIFNlbGVuYSBHb21leikgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
22,41oY4WCTj5kccfesTVFnvN,Bad Bunny;Jhayco,Un Verano Sin Ti,Tarot,91,237894,True,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,4,latin,https://www.youtube.com/watch?v=OnsVcDLXyLw&pp=ygUrQmFkIEJ1bm55O0poYXljbyBUYXJvdCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
23,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,After Hours,Blinding Lights,91,200040,False,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,pop,https://www.youtube.com/watch?v=4NRXx6U8ABQ&pp=ygUvVGhlIFdlZWtuZCBCbGluZGluZyBMaWdodHMgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
24,3F5CgOj3wFlRv51JsHbxhe,Drake;21 Savage,"Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),91,218364,True,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4,hip-hop,https://www.youtube.com/watch?v=nlMYTD_pHBA&pp=ygVCRHJha2U7MjEgU2F2YWdlIEppbW15IENvb2tzIChmZWF0LiAyMSBTYXZhZ2UpIG9mZmljaWFsIG11c2ljIHZpZGVv
25,6i1g5ZRmJZAkDwBaUZ3f2i,Luar La L,L3tra,Caile,91,141340,True,0.704,0.756,0,-4.948,1,0.448,0.298,3.75e-06,0.0852,0.461,121.737,3,latino,https://www.youtube.com/watch?v=6Vn8BgjdhuI&pp=ygUkTHVhciBMYSBMIENhaWxlIG9mZmljaWFsIG11c2ljIHZpZGVv
26,79HZAZNnOE97rb2hnI0XQr,Rauw Alejandro;Lyanno;Brray,LOKERA,LOKERA,91,195294,False,0.834,0.828,11,-2.657,0,0.0452,0.21,5.91e-06,0.103,0.58,102.019,4,latin,https://www.youtube.com/watch?v=0JeughwzfR0&pp=ygU3UmF1dyBBbGVqYW5kcm87THlhbm5vO0JycmF5IExPS0VSQSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
27,1ga4PztXOIw1yBbdUt2X8v,KAROL G;Maldy,GATÚBELA,GATÚBELA,90,209160,False,0.627,0.858,11,-2.824,0,0.386,0.263,0.0,0.21,0.342,92.523,4,reggae,https://www.youtube.com/watch?v=SK37InR9j38&pp=ygUsS0FST0wgRztNYWxkeSBHQVTDmkJFTEEgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
28,1cKHdTo9u0ZymJdPGSh6nq,The Weeknd;Gesaffelstein,"My Dear Melancholy,",I Was Never There,90,241066,False,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,4,pop,https://www.youtube.com/watch?v=OlStmta0Vh4&pp=ygU_VGhlIFdlZWtuZDtHZXNhZmZlbHN0ZWluIEkgV2FzIE5ldmVyIFRoZXJlIG9mZmljaWFsIG11c2ljIHZpZGVv
29,75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Hounds Of Love,Running Up That Hill (A Deal With God),90,298933,False,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4,pop,https://www.youtube.com/watch?v=wp43OdtAAkM&pp=ygVFS2F0ZSBCdXNoIFJ1bm5pbmcgVXAgVGhhdCBIaWxsIChBIERlYWwgV2l0aCBHb2QpIG9mZmljaWFsIG11c2ljIHZpZGVv
30,4zN21mbAuaD0WqtmaTZZeP,James Hype;Miggy Dela Rosa,Ferrari,Ferrari,90,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4,house,https://www.youtube.com/watch?v=CgeleP7nWN0&pp=ygU3SmFtZXMgSHlwZTtNaWdneSBEZWxhIFJvc2EgRmVycmFyaSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
31,58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,90,184447,False,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,3,pop,https://www.youtube.com/watch?v=oSHzUD-uqKY&pp=ygU0RWxsZXkgRHVow6kgTUlERExFIE9GIFRIRSBOSUdIVCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
32,2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Safe Haven,Dandelions,90,233720,False,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,3,pop,https://www.youtube.com/watch?v=y7tHZ3WeJAw&pp=ygUnUnV0aCBCLiBEYW5kZWxpb25zIG9mZmljaWFsIG11c2ljIHZpZGVv
33,7MXVkk9YMctZqd1Srtv4MB,The Weeknd;Daft Punk,Starboy,Starboy,90,230453,True,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4,pop,https://www.youtube.com/watch?v=34Na4j8AVgA&pp=ygUxVGhlIFdlZWtuZDtEYWZ0IFB1bmsgU3RhcmJveSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
34,0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,Until I Found You,Until I Found You,90,177720,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,3,pop,https://www.youtube.com/watch?v=GxldQ9eX2wo&pp=ygU2U3RlcGhlbiBTYW5jaGV6IFVudGlsIEkgRm91bmQgWW91IG9mZmljaWFsIG11c2ljIHZpZGVv
35,4tYFy8ALRjIZvnvSLw5lxN,Bad Bunny;Rauw Alejandro,Un Verano Sin Ti,Party,90,227628,False,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,4,latino,https://www.youtube.com/watch?v=4y9CZ9kIgAM&pp=ygUzQmFkIEJ1bm55O1JhdXcgQWxlamFuZHJvIFBhcnR5IG9mZmljaWFsIG11c2ljIHZpZGVv
36,1797zYiX4cKosMH836X9Gt,Bad Bunny;Tony Dize,Un Verano Sin Ti,La Corriente,90,198367,True,0.663,0.786,11,-3.51,0,0.195,0.229,0.0,0.219,0.579,196.12,4,latino,https://www.youtube.com/watch?v=A95yW-LVnbY&pp=ygU1QmFkIEJ1bm55O1RvbnkgRGl6ZSBMYSBDb3JyaWVudGUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
37,1Fid2jjqsHViMX6xNH70hE,Seafret,Tell Me It's Real (Expanded Edition),Atlantis,90,229173,False,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,4,folk,https://www.youtube.com/watch?v=gVAy3IZiL0s&pp=ygUlU2VhZnJldCBBdGxhbnRpcyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
38,38T0tPVZHcPZyhtOcCP7pF,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem),90,210575,True,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,4,hip-hop,https://www.youtube.com/watch?v=HYsz1hP0BFo&pp=ygVNTGlsIE5hcyBYIFNUQVIgV0FMS0lOJyAoTGVhZ3VlIG9mIExlZ2VuZHMgV29ybGRzIEFudGhlbSkgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
39,7DbdUf8aHSYoliSjO6LZv6,Beach Weather,Chit Chat,"Sex, Drugs, Etc.",90,196784,False,0.572,0.839,4,-5.083,0,0.0377,0.013,0.00976,0.522,0.465,143.969,4,rock,https://www.youtube.com/watch?v=FgS1b2nU8AQ&pp=ygUzQmVhY2ggV2VhdGhlciBTZXgsIERydWdzLCBFdGMuIG9mZmljaWFsIG11c2ljIHZpZGVv
40,2rurDawMfoKP4uHyb2kJBt,Shakira;Rauw Alejandro,Te Felicito,Te Felicito,90,172235,False,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,4,latin,https://www.youtube.com/watch?v=4I25nV9hXGA&pp=ygU3U2hha2lyYTtSYXV3IEFsZWphbmRybyBUZSBGZWxpY2l0byBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
41,0hquQWY3xvYqN4qtiquniF,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),90,182906,True,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,4,dance,https://www.youtube.com/watch?v=QZp2biJul1c&pp=ygVXRG9qYSBDYXQgVmVnYXMgKEZyb20gdGhlIE9yaWdpbmFsIE1vdGlvbiBQaWN0dXJlIFNvdW5kdHJhY2sgRUxWSVMpIG9mZmljaWFsIG11c2ljIHZpZGVv
42,1DIXPcTDzTj8ZMHt3PDt8p,Coolio;L.V.,Gangsta's Paradise,Gangsta's Paradise,89,240693,False,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,4,hip-hop,https://www.youtube.com/watch?v=fPO76Jlnz6c&pp=ygUzQ29vbGlvO0wuVi4gR2FuZ3N0YSdzIFBhcmFkaXNlIG9mZmljaWFsIG11c2ljIHZpZGVv
43,5HCyWlXZPP0y6Gqq8TgA20,The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),STAY (with Justin Bieber),89,141805,True,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4,hip-hop,https://www.youtube.com/watch?v=kTJczUoc26U&pp=ygVKVGhlIEtpZCBMQVJPSTtKdXN0aW4gQmllYmVyIFNUQVkgKHdpdGggSnVzdGluIEJpZWJlcikgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
44,3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,cómo dormiste?,89,112572,True,0.627,0.429,1,-8.255,1,0.234,0.238,0.0,0.122,0.565,126.426,5,spanish,https://www.youtube.com/watch?v=PSjeJrDI4a4&pp=ygUrUmVscyBCIGPDs21vIGRvcm1pc3RlPyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
45,27ZZdyTSQWI7Cug2d2PkqV,Armani White,BILLIE EILISH.,BILLIE EILISH.,89,99282,True,0.9,0.509,1,-6.647,1,0.257,0.115,1.67e-06,0.0937,0.765,100.007,4,hip-hop,https://www.youtube.com/watch?v=4vYOwhll1fs&pp=ygUwQXJtYW5pIFdoaXRlIEJJTExJRSBFSUxJU0guIG9mZmljaWFsIG11c2ljIHZpZGVv
46,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Fine Line,Watermelon Sugar,89,174000,False,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,4,pop,https://www.youtube.com/watch?v=E07s5ZYygMg&pp=ygUySGFycnkgU3R5bGVzIFdhdGVybWVsb24gU3VnYXIgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
47,59nOXPmaKlBfGMDeOVGrIK,Future;Drake;Tems,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),89,189893,True,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,4,hip-hop,https://www.youtube.com/watch?v=Y2QpQP8wPG8&pp=ygUqRnV0dXJlO0RyYWtlO1RlbXMgV0FJVCBGT1IgVSAoZmVhdC4gRHJha2Ug
48,7ef4DlsgrMEH11cDZd32M6,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,214846,False,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,house,https://www.youtube.com/watch?v=DkeiKbqa02g&pp=ygVEQ2FsdmluIEhhcnJpcztEdWEgTGlwYSBPbmUgS2lzcyAod2l0aCBEdWEgTGlwYSkgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
49,09mEdoA6zrmBPgTEN5qXmN,The Weeknd,"My Dear Melancholy,",Call Out My Name,89,228373,False,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3,pop,https://www.youtube.com/watch?v=M4ZoCHID9GI&pp=ygUwVGhlIFdlZWtuZCBDYWxsIE91dCBNeSBOYW1lIG9mZmljaWFsIG11c2ljIHZpZGVv
50,72yP0DUlWPyH8P7IoxskwN,Elton John;Britney Spears,Hold Me Closer,Hold Me Closer,89,202245,False,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,4,rock,https://www.youtube.com/watch?v=qExVlz3zb0k&pp=ygU9RWx0b24gSm9objtCcml0bmV5IFNwZWFycyBIb2xkIE1lIENsb3NlciBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
51,0u2P5u6lvoDfwTYjAADbn4,Billie Eilish;Khalid,lovely (with Khalid),lovely (with Khalid),89,200185,False,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,4,pop,https://www.youtube.com/watch?v=V1Pl8CzNzCw&pp=ygU-QmlsbGllIEVpbGlzaDtLaGFsaWQgbG92ZWx5ICh3aXRoIEtoYWxpZCkgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
52,0HqZX76SFLDz2aW8aiqi7G,Imagine Dragons,Bones,Bones,89,165264,False,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,4,rock,https://www.youtube.com/watch?v=TO-_3tck2tg&pp=ygUqSW1hZ2luZSBEcmFnb25zIEJvbmVzIG9mZmljaWFsIG11c2ljIHZpZGVv
53,4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,I Love You So,89,160239,False,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,4,indie,https://www.youtube.com/watch?v=HZX7MB_m13M&pp=ygUuVGhlIFdhbHRlcnMgSSBMb3ZlIFlvdSBTbyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
54,5jt25aFjW2kNoBqaEVaz5W,Mora;Feid,MICRODOSIS,LA INOCENTE,89,202173,True,0.757,0.789,5,-3.46,0,0.0583,0.307,0.0,0.0717,0.464,91.911,4,latino,https://www.youtube.com/watch?v=ckuGLT1VkGw&pp=ygUqTW9yYTtGZWlkIExBIElOT0NFTlRFIG9mZmljaWFsIG11c2ljIHZpZGVv
55,5QO79kh1waicV47BqGRL3g,The Weeknd,After Hours,Save Your Tears,89,215626,True,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,4,pop,https://www.youtube.com/watch?v=XXYlFuWEuKI&pp=ygUvVGhlIFdlZWtuZCBTYXZlIFlvdXIgVGVhcnMgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
56,3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Something in the Orange,89,228013,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,country,https://www.youtube.com/watch?v=lA8F9sIhGdg&pp=ygU3WmFjaCBCcnlhbiBTb21ldGhpbmcgaW4gdGhlIE9yYW5nZSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
57,1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,About Damn Time,89,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,https://www.youtube.com/watch?v=IXXxciRUMzE&pp=ygUqTGl6em8gQWJvdXQgRGFtbiBUaW1lIG9mZmljaWFsIG11c2ljIHZpZGVv
58,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,88,161123,False,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4,indie,https://www.youtube.com/watch?v=6366dxFf-Os&pp=ygVMQXJjdGljIE1vbmtleXMgV2h5J2QgWW91IE9ubHkgQ2FsbCBNZSBXaGVuIFlvdSdyZSBIaWdoPyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
59,2Ch7LmS7r2Gy2kc64wv3Bz,The Weeknd,Starboy,Die For You,88,260253,False,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,4,pop,https://www.youtube.com/watch?v=uPD0QOGTmMI&pp=ygUrVGhlIFdlZWtuZCBEaWUgRm9yIFlvdSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
60,3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies;Calum Scott,Where Are You Now,Where Are You Now,88,148197,False,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4,house,https://www.youtube.com/watch?v=PoP2Sa7wYNQ&pp=ygVDTG9zdCBGcmVxdWVuY2llcztDYWx1bSBTY290dCBXaGVyZSBBcmUgWW91IE5vdyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
61,6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Justice,Ghost,88,153190,False,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,pop,https://www.youtube.com/watch?v=Fp8msa5uYsc&pp=ygUoSnVzdGluIEJpZWJlciBHaG9zdCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
62,2HZLXBOnaSRhXStMLrq9fD,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88,244804,False,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,4,metal,https://www.youtube.com/watch?v=NmxFxBiCrL4&pp=ygUqR2hvc3QgTWFyeSBPbiBBIENyb3NzIG9mZmljaWFsIG11c2ljIHZpZGVv
63,0fea68AdmYNygeTGI4RC18,J Balvin;Bad Bunny,OASIS,LA CANCIÓN,88,242573,False,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,4,latino,https://www.youtube.com/watch?v=LxOTsiV4tkQ&pp=ygUzSiBCYWx2aW47QmFkIEJ1bm55IExBIENBTkNJw5NOIG9mZmljaWFsIG11c2ljIHZpZGVv
