SongID,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,YouTube URL
2830,0YNtAadZvKBBEFARtfoCV8,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Compass,70,167960,False,0.7,0.82,5,-5.499,0,0.0329,0.238,0.318,0.658,0.667,109.998,4,alternative,https://www.youtube.com/watch?v=j56dEcq7ryo&pp=ygUuVGhlIE5laWdoYm91cmhvb2QgQ29tcGFzcyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2831,4ZWyj5whGZ3nNLwOtOLrMt,Marc Benjamin,I Want More,I Want More,70,129600,False,0.746,0.888,1,-6.15,1,0.0726,0.0401,0.00191,0.0835,0.296,124.954,4,edm,https://www.youtube.com/watch?v=QaMAgGPmMSs&pp=ygUuTWFyYyBCZW5qYW1pbiBJIFdhbnQgTW9yZSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2832,2Kt1XplPBQBsDKQDa6TssB,The Neighbourhood,I Love You.,Flawless,70,246493,True,0.568,0.871,0,-3.453,1,0.0308,0.0553,0.51,0.303,0.374,119.99,4,alternative,https://www.youtube.com/watch?v=Cs9M0a5qYko&pp=ygUvVGhlIE5laWdoYm91cmhvb2QgRmxhd2xlc3Mgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2833,6wNUBZNWFxdUGof6vkaykE,Arctic Monkeys,AM,One For The Road,70,206051,False,0.415,0.668,0,-6.849,1,0.036,0.212,0.0615,0.27,0.842,180.048,4,garage,https://www.youtube.com/watch?v=qN7gSMPQFss&pp=ygU0QXJjdGljIE1vbmtleXMgT25lIEZvciBUaGUgUm9hZCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2834,6IaHIJYxIG8xbosaRr25AC,Harnoor,Parshawan,Parshawan,70,168000,False,0.799,0.44,1,-7.422,0,0.061,0.559,0.0,0.105,0.43,90.006,4,pop,https://www.youtube.com/watch?v=jn77BhLMGc8&pp=ygUmSGFybm9vciBQYXJzaGF3YW4gb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2835,3UN6cIn3VIyg0z1LCuFSum,David Guetta;Usher,Nothing but the Beat (Ultimate Edition),Without You (feat. Usher),70,208133,False,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,4,edm,https://www.youtube.com/watch?v=jUe8uoKdHao&pp=ygVBRGF2aWQgR3VldHRhO1VzaGVyIFdpdGhvdXQgWW91IChmZWF0LiBVc2hlcikgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2836,2Iq6HhIquO7JKr0KfTNLzU,Saint Motel,My Type EP,My Type,70,204811,False,0.595,0.896,10,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001,4,alternative,https://www.youtube.com/watch?v=IyVPyKrx0Xo&pp=ygUoU2FpbnQgTW90ZWwgTXkgVHlwZSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2837,5YPMEOJ58kfl56VHxTgwx3,David Guetta,Nothing but the Beat (Ultimate Edition),Play Hard (feat. Ne-Yo & Akon),70,201000,False,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,4,edm,https://www.youtube.com/watch?v=5dbEhBKGOtY&pp=ygUkRGF2aWQgR3VldHRhIFBsYXkgSGFyZCAoZmVhdC4gTmUtWW8g
2838,3h4T9Bg8OVSUYa6danHeH5,Maroon 5,V (Asia Tour Edition),Animals,70,231013,False,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,4,pop,https://www.youtube.com/watch?v=qpgTC9MDx1o&pp=ygUlTWFyb29uIDUgQW5pbWFscyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2839,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,Pearl (Legacy Edition),Me and Bobby McGee,70,271333,False,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,4,blues,https://www.youtube.com/watch?v=5Cg-j0X09Ag&pp=ygU0SmFuaXMgSm9wbGluIE1lIGFuZCBCb2JieSBNY0dlZSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2840,6PO6EnP2QoP4vN27KmKvrj,Prem Dhillon,No Lookin' Back,Nah They Can’t,70,204255,True,0.615,0.623,4,-6.724,0,0.0867,0.0893,0.0,0.205,0.266,92.937,4,pop,https://www.youtube.com/watch?v=ZrhRzM6Vh5g&pp=ygUyUHJlbSBEaGlsbG9uIE5haCBUaGV5IENhbuKAmXQgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2841,1hYaQRlsuEW4kMjjmjyow3,Vishal Chandrashekhar;S.P. Charan;Ramya Behra,"Oh Sita Hey Rama [From ""Sita Ramam (Telugu)""]","Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")",70,246412,False,0.636,0.425,6,-11.722,0,0.0453,0.591,0.0,0.0908,0.548,170.013,4,pop,https://www.youtube.com/watch?v=hYFzyK9ExuM&pp=ygVwVmlzaGFsIENoYW5kcmFzaGVraGFyO1MuUC4gQ2hhcmFuO1JhbXlhIEJlaHJhIE9oIFNpdGEgSGV5IFJhbWEgKEZyb20gIlNpdGEgUmFtYW0gKFRlbHVndSkiKSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2842,3pxCXv0NACYfYnLjFcQW5D,Saving Abel,Saving Abel,Addicted,70,222826,True,0.512,0.864,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.527,138.018,4,grunge,https://www.youtube.com/watch?v=Z-ChyVXzbjA&pp=ygUpU2F2aW5nIEFiZWwgQWRkaWN0ZWQgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2843,44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,The Colour And The Shape,Monkey Wrench,70,231480,False,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,4,grunge,https://www.youtube.com/watch?v=I7rCNiiNPxA&pp=ygUvRm9vIEZpZ2h0ZXJzIE1vbmtleSBXcmVuY2ggb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2844,6ZxrUCaynLgKSUudACOTwj,Crossfade,Crossfade,Cold,70,194226,False,0.451,0.815,2,-5.55,0,0.0368,6.06e-05,0.0,0.27,0.618,147.974,4,grunge,https://www.youtube.com/watch?v=Vrr3lRLjZ1Y&pp=ygUjQ3Jvc3NmYWRlIENvbGQgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2845,1Qdnvn4XlmZANCVy3XjrQo,Audioslave,Audioslave,Show Me How to Live,70,277840,False,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,4,grunge,https://www.youtube.com/watch?v=vVXIK1xCRpY&pp=ygUzQXVkaW9zbGF2ZSBTaG93IE1lIEhvdyB0byBMaXZlIG9mZmljaWFsIG11c2ljIHZpZGVv
2846,5ynxx6zC4dgzsMHLYQ04Dc,Seether,Karma and Effect,Remedy,70,207213,False,0.55,0.952,8,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391,127.804,4,grunge,https://www.youtube.com/watch?v=FZLILV18ut8&pp=ygUjU2VldGhlciBSZW1lZHkgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2847,1gyee1JuFFiP476LQpRMYU,Chevelle,Wonder What's Next (Expanded Edition),The Red,70,238400,False,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.000803,0.348,0.332,140.055,3,grunge,https://www.youtube.com/watch?v=trinU3VD1Zo&pp=ygUlQ2hldmVsbGUgVGhlIFJlZCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2848,4YFcGTdgmEuw8xTO4XrxbB,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),Zero - Remastered 2012,70,160173,True,0.438,0.728,8,-7.105,1,0.0458,3.49e-05,0.57,0.0509,0.701,128.04,4,grunge,https://www.youtube.com/watch?v=3wk7C64kaP4&pp=ygVBVGhlIFNtYXNoaW5nIFB1bXBraW5zIFplcm8gLSBSZW1hc3RlcmVkIDIwMTIgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2849,1Mys1gf9SkMBAVGGxpkJ7d,Lost Frequencies;Janieck,Less Is More,Reality,70,159480,False,0.714,0.697,1,-7.887,0,0.032,0.0197,2e-06,0.0697,0.602,122.145,4,edm,https://www.youtube.com/watch?v=qOol3U6KOTk&pp=ygU1TG9zdCBGcmVxdWVuY2llcztKYW5pZWNrIFJlYWxpdHkgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2850,1kFlDnWmBTvCBxxeGDpIdp,Sik World,7 Years (Remix),7 Years (Remix),70,134197,True,0.811,0.609,10,-8.376,1,0.0996,0.227,0.0,0.102,0.439,120.071,4,sad,https://www.youtube.com/watch?v=Ukhq8rmrKxw&pp=ygUuU2lrIFdvcmxkIDcgWWVhcnMgKFJlbWl4KSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2851,55rn9bs7vZBsEK4Y4URraH,CORBAL;Shiloh Dynasty;itssvd,Love Is the Same as Sadness,Dance with Me,70,87411,False,0.593,0.275,6,-15.25,0,0.0638,0.816,0.0115,0.108,0.363,114.82,4,sad,https://www.youtube.com/watch?v=39KMbee7wf8&pp=ygU_Q09SQkFMO1NoaWxvaCBEeW5hc3R5O2l0c3N2ZCBEYW5jZSB3aXRoIE1lIG9mZmljaWFsIG11c2ljIHZpZGVv
2852,0Dkibk70FDp6t7eOZNemNQ,Ludovico Einaudi,Una Mattina,Una Mattina,70,203800,False,0.231,0.0297,2,-31.544,1,0.0579,0.991,0.878,0.0742,0.07,131.413,4,ambient,https://www.youtube.com/watch?v=iUthcwwaydc&pp=ygUxTHVkb3ZpY28gRWluYXVkaSBVbmEgTWF0dGluYSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2853,2po3166NqW72LwAwh8Hbld,Papithbk,Thbk.,Why Am I Waiting,70,95680,True,0.747,0.387,1,-10.671,1,0.471,0.347,0.0,0.254,0.234,126.054,4,sad,https://www.youtube.com/watch?v=2FA7J7aHoEk&pp=ygUuUGFwaXRoYmsgV2h5IEFtIEkgV2FpdGluZyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2854,1N62wozuHCvczCkY4QidpP,The Fray,How To Save A Life,Over My Head (Cable Car),70,236266,False,0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,4,piano,https://www.youtube.com/watch?v=fFRkpvvop3I&pp=ygU2VGhlIEZyYXkgT3ZlciBNeSBIZWFkIChDYWJsZSBDYXIpIG9mZmljaWFsIG11c2ljIHZpZGVv
2855,2aEuA8PSqLa17Y4hKPj5rr,Modern Talking,Let's Talk About Love,Cheri Cheri Lady,70,226333,False,0.677,0.616,10,-13.826,1,0.032,0.458,0.0132,0.349,0.851,114.223,4,german,https://www.youtube.com/watch?v=eNvUS-6PTbs&pp=ygU0TW9kZXJuIFRhbGtpbmcgQ2hlcmkgQ2hlcmkgTGFkeSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2856,23l1kVpqMVREiwU1YAlcr4,Elton John,Too Low For Zero,I Guess That's Why They Call It The Blues,70,285333,False,0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,3,piano,https://www.youtube.com/watch?v=h6KYAVn8ons&pp=ygVJRWx0b24gSm9obiBJIEd1ZXNzIFRoYXQncyBXaHkgVGhleSBDYWxsIEl0IFRoZSBCbHVlcyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2857,19eIZmuXlBmLTha1lPHef7,Stromae;Dubdogz,Alors On Danse (DubDogz Remix),Alors On Danse - DubDogz Remix,70,168576,False,0.789,0.752,1,-4.274,0,0.164,0.027,2.69e-05,0.613,0.739,122.98,4,house,https://www.youtube.com/watch?v=3IyQgj50fI8&pp=ygVDU3Ryb21hZTtEdWJkb2d6IEFsb3JzIE9uIERhbnNlIC0gRHViRG9neiBSZW1peCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2858,3UHPGOkUcE4hE7sqBF4Snt,BTS,Film out,Film out,70,214620,False,0.499,0.709,10,-6.404,1,0.134,0.296,0.0,0.331,0.314,164.032,4,k-pop,https://www.youtube.com/watch?v=zFT3f9biz68&pp=ygUhQlRTIEZpbG0gb3V0IG9mZmljaWFsIG11c2ljIHZpZGVv
2859,3LSjYk6sFQaLi0MjtWcm8P,BTS,MAP OF THE SOUL : PERSONA,Make It Right,70,226321,False,0.639,0.706,7,-7.874,1,0.448,0.0104,0.0,0.132,0.259,105.782,4,k-pop,https://www.youtube.com/watch?v=eXBu09fwe3I&pp=ygUmQlRTIE1ha2UgSXQgUmlnaHQgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2860,0OCDOcvQvozjsivREMojzx,Stray Kids,Mixtape : Time Out,Mixtape : Time Out,70,175293,False,0.555,0.945,2,-1.934,1,0.127,0.0453,0.0,0.244,0.389,160.006,4,k-pop,https://www.youtube.com/watch?v=ukIGxgdbqqI&pp=ygUyU3RyYXkgS2lkcyBNaXh0YXBlIDogVGltZSBPdXQgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2861,6LgJvl0Xdtc73RJ1mmpotq,Radiohead,OK Computer,Paranoid Android,70,387213,False,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,4,alt-rock,https://www.youtube.com/watch?v=fHiGbolFFGw&pp=ygUvUmFkaW9oZWFkIFBhcmFub2lkIEFuZHJvaWQgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2862,7lrqvdivAYRGEiO8JFP31G,BTS;Halsey,MAP OF THE SOUL : 7,Boy With Luv (Feat. Halsey),70,229773,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop,https://www.youtube.com/watch?v=XsX3ATc3FbA&pp=ygU7QlRTO0hhbHNleSBCb3kgV2l0aCBMdXYgKEZlYXQuIEhhbHNleSkgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2863,18YHbIhrleUkKKj2DvEp79,Pritam;KK,Jannat (Original Motion Picture Soundtrack),Zara Sa,70,303680,False,0.468,0.91,11,-3.057,0,0.051,0.12,0.000304,0.271,0.694,163.842,4,indian,https://www.youtube.com/watch?v=5IY4BNj0-10&pp=ygUmUHJpdGFtO0tLIFphcmEgU2Egb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2864,79qxwHypONUt3AFq0WPpT9,Kacey Musgraves,Golden Hour,Rainbow,70,214293,False,0.581,0.197,3,-7.697,1,0.0329,0.88,0.0,0.107,0.349,130.367,4,country,https://www.youtube.com/watch?v=6OFv566mj7s&pp=ygUsS2FjZXkgTXVzZ3JhdmVzIFJhaW5ib3cgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2865,0s1MIn7UaPbAfq85CnKVl6,OmenXIII,Corrupted,LED,70,134451,True,0.663,0.66,2,-6.623,1,0.29,0.0905,0.0,0.348,0.606,200.117,3,emo,https://www.youtube.com/watch?v=FmQzcm5dnIA&pp=ygUhT21lblhJSUkgTEVEIG9mZmljaWFsIG11c2ljIHZpZGVv
2866,2y6Ty2NPAsP84XJAtzLxuk,j-hope;Becky G,Chicken Noodle Soup (feat. Becky G),Chicken Noodle Soup (feat. Becky G),70,235497,False,0.827,0.817,2,-4.081,1,0.0953,0.00496,1.19e-05,0.294,0.167,97.008,4,k-pop,https://www.youtube.com/watch?v=i23NEQEFpgQ&pp=ygVHai1ob3BlO0JlY2t5IEcgQ2hpY2tlbiBOb29kbGUgU291cCAoZmVhdC4gQmVja3kgRykgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2867,474VqnPDr0251lsQBB8sQB,BTS;Megan Thee Stallion,Butter (Megan Thee Stallion Remix),Butter - Megan Thee Stallion Remix,70,164457,False,0.739,0.588,8,-4.971,1,0.136,0.00308,0.0,0.109,0.774,109.958,4,k-pop,https://www.youtube.com/watch?v=ymaIzkXY8nQ&pp=ygVPQlRTO01lZ2FuIFRoZWUgU3RhbGxpb24gQnV0dGVyIC0gTWVnYW4gVGhlZSBTdGFsbGlvbiBSZW1peCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2868,0H2iJVgorRR0ZFgRqGUjUM,Pritam;Arijit Singh,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Channa Mereya,70,289333,False,0.476,0.788,9,-4.821,0,0.0446,0.237,2.49e-05,0.106,0.746,90.066,4,indian,https://www.youtube.com/watch?v=284Ov7ysmfA&pp=ygU2UHJpdGFtO0FyaWppdCBTaW5naCBDaGFubmEgTWVyZXlhIG9mZmljaWFsIG11c2ljIHZpZGVv
2869,2FymmKBuog0loCuNXMwQID,SEVENTEEN,SEVENTEEN 8th Mini Album 'Your Choice',Ready to love,70,186760,False,0.668,0.705,9,-5.731,0,0.0356,0.0274,0.0,0.215,0.549,129.984,4,k-pop,https://www.youtube.com/watch?v=yCvSR4lSqTg&pp=ygUsU0VWRU5URUVOIFJlYWR5IHRvIGxvdmUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2870,1H7gMYGykdtwZOV6s1N0by,The Beatles,Rubber Soul (Remastered),Norwegian Wood (This Bird Has Flown) - Remastered 2009,70,124693,False,0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,3,psych-rock,https://www.youtube.com/watch?v=Y_V6y1ZCg_8&pp=ygVXVGhlIEJlYXRsZXMgTm9yd2VnaWFuIFdvb2QgKFRoaXMgQmlyZCBIYXMgRmxvd24pIC0gUmVtYXN0ZXJlZCAyMDA5IG9mZmljaWFsIG11c2ljIHZpZGVv
2871,3aUD2nXnCYiGd9V1UhfyRz,Lauv,All 4 Nothing,Stranger,70,164688,False,0.65,0.538,5,-7.511,1,0.0464,0.128,4.95e-06,0.127,0.501,153.179,4,electro,https://www.youtube.com/watch?v=RP2teAKjYFA&pp=ygUiTGF1diBTdHJhbmdlciBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2872,1ndUYRPchJVNQCM7XwN7Hq,Creepy Nuts,堕天,堕天,70,172948,False,0.543,0.901,1,-4.8,1,0.219,0.0118,0.0,0.325,0.75,199.892,4,j-pop,https://www.youtube.com/watch?v=HRL5Cp_mPeo&pp=ygUnQ3JlZXB5IE51dHMg5aCV5aSpIG9mZmljaWFsIG11c2ljIHZpZGVv
2873,389QX9Q1eUOEZ19vtzzI9O,The Beatles,The Beatles (Remastered),While My Guitar Gently Weeps - Remastered 2009,70,285000,False,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0,4,british,https://www.youtube.com/watch?v=VJDJs9dumZI&pp=ygVPVGhlIEJlYXRsZXMgV2hpbGUgTXkgR3VpdGFyIEdlbnRseSBXZWVwcyAtIFJlbWFzdGVyZWQgMjAwOSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2874,10V8XpuyMoEcSMfM79WDET,Rob Zombie,Hellbilly Deluxe,Living Dead Girl,70,201400,False,0.518,0.948,6,-5.58,0,0.0683,0.00504,0.104,0.228,0.55,103.025,4,industrial,https://www.youtube.com/watch?v=BvsMPOfblfg&pp=ygUwUm9iIFpvbWJpZSBMaXZpbmcgRGVhZCBHaXJsIG9mZmljaWFsIG11c2ljIHZpZGVv
2875,5gb9UJkh8TfrNMRYOJNbew,The All-American Rejects,When The World Comes Down,Gives You Hell,70,213106,False,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,4,punk-rock,https://www.youtube.com/watch?v=uxUATkpMQ8A&pp=ygU8VGhlIEFsbC1BbWVyaWNhbiBSZWplY3RzIEdpdmVzIFlvdSBIZWxsIG9mZmljaWFsIG11c2ljIHZpZGVv
2876,0qt5f5EL92o8Snzopsv0en,Sheppard,Bombs Away,Geronimo,70,218227,False,0.705,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028,4,folk,https://www.youtube.com/watch?v=UL_EXAyGCkw&pp=ygUmU2hlcHBhcmQgR2Vyb25pbW8gb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2877,1Hv1VTm8zeOeybub15mA2R,Sade,The Best of Sade,Smooth Operator - Single Version,70,258693,False,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,4,british,https://www.youtube.com/watch?v=4TYv2PhG89A&pp=ygU6U2FkZSBTbW9vdGggT3BlcmF0b3IgLSBTaW5nbGUgVmVyc2lvbiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2878,1oagRT7LfpVlNJN6FSZDGp,Fall Out Boy,Infinity On High,"This Ain't A Scene, It's An Arms Race",70,212040,False,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,4,emo,https://www.youtube.com/watch?v=GNm5drtAQXs&pp=ygVHRmFsbCBPdXQgQm95IFRoaXMgQWluJ3QgQSBTY2VuZSwgSXQncyBBbiBBcm1zIFJhY2Ugb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2879,2e1gUS6Wv8GS8ZT6FMeE1J,ロクデナシ,ただ声一つ,ただ声一つ,70,161561,False,0.707,0.5,1,-5.78,1,0.0296,0.895,4e-05,0.234,0.583,129.97,4,j-pop,https://www.youtube.com/watch?v=5GUaMOpfmr8&pp=ygU044Ot44Kv44OH44OK44K3IOOBn-OBoOWjsOS4gOOBpCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2880,1MX0g22bQkr9HDVe37fLnN,BTS,Love Yourself 轉 'Tear',134340,70,230063,False,0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023,4,k-pop,https://www.youtube.com/watch?v=dTZvAd1FE1Q&pp=ygUfQlRTIDEzNDM0MCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2881,6BrMEbPSSj55nQhkgf6DnE,The Smiths,Hatful of Hollow,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",70,112706,False,0.241,0.468,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,3,punk,https://www.youtube.com/watch?v=-T8R_VDTOYQ&pp=ygVeVGhlIFNtaXRocyBQbGVhc2UsIFBsZWFzZSwgUGxlYXNlLCBMZXQgTWUgR2V0IFdoYXQgSSBXYW50IC0gMjAxMSBSZW1hc3RlciBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2882,7vF3xkCMvZjAe2nTWY0uQZ,Jake Owen,Greetings From...Jake,Made For You,70,238400,False,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,4,country,https://www.youtube.com/watch?v=-uvIf9cSegE&pp=ygUrSmFrZSBPd2VuIE1hZGUgRm9yIFlvdSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2883,2BstRQGodshjGpeDGQiNgo,Steely Dan,Can't Buy A Thrill,Do It Again,70,356733,False,0.682,0.537,2,-10.254,0,0.0323,0.218,3.07e-05,0.0556,0.963,124.574,4,psych-rock,https://www.youtube.com/watch?v=vptlTsgu9p0&pp=ygUrU3RlZWx5IERhbiBEbyBJdCBBZ2FpbiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2884,2oWMI54r0qT4N8Xb4C76vq,Roxette,Look Sharp! (Extended Version),The Look,70,237320,False,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,4,swedish,https://www.youtube.com/watch?v=LlVI7ZNiFlI&pp=ygUlUm94ZXR0ZSBUaGUgTG9vayBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2885,1LNlfvPQmB0cqYJQQskZ8x,Jay Park;Ugly Duck,Worldwide,MOMMAE,70,204991,True,0.694,0.691,0,-4.791,1,0.287,0.226,0.0,0.104,0.678,93.91,4,k-pop,https://www.youtube.com/watch?v=gx_mg-1WhWw&pp=ygUuSmF5IFBhcms7VWdseSBEdWNrIE1PTU1BRSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2886,2mgzUVvDpb1zMSB4glLQ6T,aespa,Life's Too Short,Life's Too Short (English Version),70,178133,False,0.472,0.8,0,-3.681,1,0.265,0.289,0.0,0.149,0.548,72.203,4,k-pop,https://www.youtube.com/watch?v=z2ZjutyxmjA&pp=ygU9YWVzcGEgTGlmZSdzIFRvbyBTaG9ydCAoRW5nbGlzaCBWZXJzaW9uKSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2887,7aonAWn0J0AJ47ZU9WHCXC,Sub Urban;Bella Poarch,INFERNO,INFERNO,70,133133,False,0.82,0.611,9,-5.02,0,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,4,indie-pop,https://www.youtube.com/watch?v=hgF1HI_kW6s&pp=ygUzU3ViIFVyYmFuO0JlbGxhIFBvYXJjaCBJTkZFUk5PIG9mZmljaWFsIG11c2ljIHZpZGVv
2888,4WZ3liyYz5ZzDcL4ibAuOi,Kane Brown,Grand,Grand,70,178973,False,0.583,0.856,6,-5.446,0,0.0445,0.00484,0.0,0.224,0.48,168.053,4,country,https://www.youtube.com/watch?v=H_zblx6EzME&pp=ygUlS2FuZSBCcm93biBHcmFuZCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2889,2UwbhMie1EAYuTZ0QXeMwl,XXXTENTACION,17,Save Me,70,163201,True,0.731,0.204,9,-11.314,0,0.0369,0.307,0.0109,0.0989,0.191,142.141,4,emo,https://www.youtube.com/watch?v=98JdrXM6P1o&pp=ygUpWFhYVEVOVEFDSU9OIFNhdmUgTWUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
2890,0uukw2CgEIApv4IWAjXrBC,My Chemical Romance,The Black Parade,Dead!,70,195520,True,0.481,0.973,7,-1.945,1,0.0542,0.0037,0.000877,0.325,0.362,99.331,4,emo,https://www.youtube.com/watch?v=xY4SmmFTvw8&pp=ygUuTXkgQ2hlbWljYWwgUm9tYW5jZSBEZWFkISBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2891,4TnUKixNWMfajncgdSwFoi,George Strait,Strait From The Heart,Amarillo By Morning,70,173466,False,0.606,0.361,9,-16.031,1,0.0346,0.264,3.39e-05,0.38,0.621,121.059,4,country,https://www.youtube.com/watch?v=wtVeDaZxAXo&pp=ygU2R2VvcmdlIFN0cmFpdCBBbWFyaWxsbyBCeSBNb3JuaW5nIG9mZmljaWFsIG11c2ljIHZpZGVv
2892,7Hr2XoaGpIMKbNXCZDZ3le,Lil Peep;Lil Tracy,"Come Over When You're Sober, Pt. 1",Awful Things,70,214426,False,0.366,0.797,1,-4.923,0,0.0812,0.0157,0.0,0.0694,0.181,169.986,4,emo,https://www.youtube.com/watch?v=zOujzvtwZ6M&pp=ygU0TGlsIFBlZXA7TGlsIFRyYWN5IEF3ZnVsIFRoaW5ncyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
2893,3JeLa5o0NxQjQHhVYaTLV0,Stray Kids,MAXIDENT,CIRCUS (Korean Ver.),70,194400,False,0.788,0.795,5,-3.676,0,0.0948,0.031,0.0,0.0302,0.703,98.004,4,k-pop,https://www.youtube.com/watch?v=UZSbuZ1J76Y&pp=ygU0U3RyYXkgS2lkcyBDSVJDVVMgKEtvcmVhbiBWZXIuKSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
